acao;tecnica;validacao_tamanho_base;validacao_y_pred_quant_0;validacao_y_pred_quant_1;validacao_y_true_quant_0;validacao_y_true_quant_1;validacao_accuracy;validacao_f1_score;validacao_log_loss;validacao_precision;validacao_recall;validacao_roc_auc_score
AALR3F;GaussianProcessClassifier;15;15;0;7;8;0.4666666666666667;0.0;18.420680743952364;0.0;0.0;0.5
AALR3F;CalibratedClassifierCV;15;3;12;7;8;0.3333333333333333;0.5;23.026224075407878;0.4166666666666667;0.625;0.3125
AALR3F;BaggingClassifier;15;13;2;7;8;0.4666666666666667;0.2;18.42073405044771;0.5;0.125;0.49107142857142866
AALR3F;RidgeClassifier;15;6;9;7;8;0.26666666666666666;0.35294117647058826;25.328755861906576;0.3333333333333333;0.375;0.25892857142857145
AALR3F;LabelSpreading;15;8;7;7;8;0.4;0.39999999999999997;20.72347906292779;0.42857142857142855;0.375;0.4017857142857143
AALR3F;ExtraTreeClassifier;15;7;8;7;8;0.4666666666666667;0.5;18.420893969933747;0.5;0.5;0.4642857142857143
AALR3F;SGDClassifier;15;0;15;7;8;0.5333333333333333;0.6956521739130436;16.11846879642574;0.5333333333333333;1.0;0.5
AALR3F;LabelPropagation;15;8;7;7;8;0.4;0.39999999999999997;20.72347906292779;0.42857142857142855;0.375;0.4017857142857143
AALR3F;Perceptron;15;15;0;7;8;0.4666666666666667;0.0;18.420680743952364;0.0;0.0;0.5
AALR3F;RandomForestClassifier;15;3;12;7;8;0.3333333333333333;0.5;23.026224075407878;0.4166666666666667;0.625;0.3125
AALR3F;RidgeClassifierCV;15;0;15;7;8;0.5333333333333333;0.6956521739130436;16.11846879642574;0.5333333333333333;1.0;0.5
AALR3F;LinearSVC;15;6;9;7;8;0.26666666666666666;0.35294117647058826;25.328755861906576;0.3333333333333333;0.375;0.25892857142857145
AALR3F;AdaBoostClassifier;15;0;15;7;8;0.5333333333333333;0.6956521739130436;16.11846879642574;0.5333333333333333;1.0;0.5
AALR3F;KNeighborsClassifier;15;9;6;7;8;0.3333333333333333;0.28571428571428575;23.026064155921844;0.3333333333333333;0.25;0.3392857142857143
AALR3F;LogisticRegression;15;6;9;7;8;0.26666666666666666;0.35294117647058826;25.328755861906576;0.3333333333333333;0.375;0.25892857142857145
AALR3F;LinearDiscriminantAnalysis;15;15;0;7;8;0.4666666666666667;0.0;18.420680743952364;0.0;0.0;0.5
AALR3F;QuadraticDiscriminantAnalysis;15;15;0;7;8;0.4666666666666667;0.0;18.420680743952364;0.0;0.0;0.5
AALR3F;ExtraTreesClassifier;15;14;1;7;8;0.5333333333333333;0.2222222222222222;16.11809565095832;1.0;0.125;0.5625
AALR3F;BernoulliNB;15;14;1;7;8;0.5333333333333333;0.2222222222222222;16.11809565095832;1.0;0.125;0.5625
AAPL34;LabelPropagation;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;ExtraTreesClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;PassiveAggressiveClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;MLPClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;CalibratedClassifierCV;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;LinearSVC;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;MultinomialNB;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;LogisticRegression;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;RidgeClassifierCV;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;AdaBoostClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;Perceptron;15;6;9;8;7;0.4666666666666667;0.5;18.420947276429096;0.4444444444444444;0.5714285714285714;0.4732142857142857
AAPL34;KNeighborsClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;RidgeClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;LinearDiscriminantAnalysis;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;SGDClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;LabelSpreading;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;BernoulliNB;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;DecisionTreeClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;QuadraticDiscriminantAnalysis;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;GaussianProcessClassifier;15;0;15;8;7;0.4666666666666667;0.6363636363636364;18.421107195915134;0.4666666666666667;1.0;0.5
AAPL34;BaggingClassifier;15;11;4;8;7;0.6666666666666666;0.5454545454545454;11.512978771465574;0.75;0.42857142857142855;0.6517857142857143
AAPL34;ExtraTreeClassifier;15;8;7;8;7;0.4666666666666667;0.42857142857142855;18.420893969933747;0.42857142857142855;0.42857142857142855;0.4642857142857143
